ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf1Radii,centralRadiiAverageOf2Radii,centralRadiiAverageOf3Radii
0,607627.0122688246,5.769198956987343e6,0.0,19277.0,Inf,33502.0,25006.0
0,607665.8701621424,5.769354011652055e6,0.0,18838.0,2104.0,2666.0,2865.0
0,607671.6658699526,5.76938250980023e6,0.0,14741.0,860.0,1236.0,1600.0
0,607675.184138787,5.769402791782979e6,0.0,14174.0,41260.0,21083.0,14600.0
0,607676.1721390152,5.76940847658712e6,0.0,18719.0,404.0,1025.0,1232.0
0,607679.0129740451,5.769428688290104e6,0.0,5618.0,14494.0,8644.0,6505.0
0,607688.1085268183,5.769494843477963e6,0.0,5954.0,1958.0,2014.0,2048.0
0,607696.397958618,5.769579228878822e6,0.0,Inf,1409.0,1716.0,1868.0
0,607697.5433039216,5.769597924087774e6,0.0,Inf,Inf,Inf,Inf
0,607700.4233251024,5.769644840501162e6,0.0,Inf,Inf,Inf,Inf
0,607700.920353475,5.769652929165243e6,0.0,Inf,Inf,38753.0,27108.0
0,607702.3087493805,5.769675601833298e6,0.0,25940.0,1715.0,1951.0,2251.0
0,607704.3794275175,5.769728542492009e6,0.0,2179.0,2792.0,2633.0,2657.0
0,607705.5084224563,5.769788238883606e6,0.0,Inf,2029.0,2564.0,2867.0
0,607705.5219711801,5.769800923503385e6,0.0,Inf,Inf,Inf,Inf
0,607705.5675761809,5.769845085976813e6,0.0,Inf,4663.0,5296.0,5709.0
0,607703.6965850014,5.769961029216585e6,0.0,Inf,28944.0,24224.0,23606.0
0,607702.9661707326,5.769999856392429e6,0.0,Inf,Inf,Inf,Inf
0,607701.2404728192,5.77009133539268e6,0.0,Inf,Inf,Inf,Inf
0,607699.9181069991,5.770161638069387e6,0.0,Inf,19465.0,32786.0,Inf
0,607699.0580345677,5.770201385959872e6,0.0,Inf,Inf,Inf,Inf
0,607697.839872141,5.770257682500264e6,0.0,Inf,15920.0,25382.0,39582.0
0,607695.6179327066,5.770402825576086e6,0.0,Inf,Inf,Inf,Inf
0,607692.5508434391,5.77060349446213e6,0.0,Inf,Inf,Inf,Inf
0,607689.6871181597,5.770790637840473e6,0.0,Inf,36954.0,Inf,Inf
0,607689.4486855515,5.770803873358313e6,0.0,Inf,Inf,Inf,Inf
0,607687.2258560535,5.770926863430209e6,0.0,Inf,1874.0,2105.0,2590.0
0,607689.9812898478,5.771004497877102e6,0.0,Inf,Inf,Inf,Inf
0,607691.2583353586,5.771040520144485e6,0.0,Inf,1405.0,1772.0,1902.0
0,607700.3306166794,5.771145874244701e6,0.0,2056.0,1981.0,1926.0,2024.0
0,607706.3644122058,5.771193960617845e6,0.0,24400.0,2781.0,2708.0,2509.0
0,607707.8078460909,5.771204551034315e6,0.0,24143.0,Inf,35444.0,24326.0
0,607712.2933832329,5.771237382679034e6,0.0,23773.0,1209.0,1331.0,1473.0
0,607720.170614906,5.77128358408488e6,0.0,1556.0,1671.0,1620.0,1628.0
0,607728.7565278814,5.771326807791999e6,0.0,1792.0,1790.0,1786.0,1820.0
0,607736.2252919422,5.771360516312584e6,0.0,Inf,1916.0,2159.0,2215.0
0,607745.8151228095,5.771400101140111e6,0.0,Inf,Inf,Inf,Inf
0,607753.793578262,5.77143305299912e6,0.0,Inf,2017.0,2279.0,2372.0
0,607776.0370668968,5.771514414335891e6,0.0,2318.0,2252.0,2280.0,2316.0
0,607800.0017796296,5.771590961887557e6,0.0,2283.0,2684.0,2523.0,2470.0
0,607820.4385363484,5.771650609638727e6,0.0,2598.0,1912.0,2120.0,2241.0
0,607840.0417790785,5.771702517534386e6,0.0,7045.0,3197.0,3125.0,3176.0
0,607860.5887572444,5.771754190074549e6,0.0,Inf,16026.0,15240.0,16349.0
0,607870.6468863073,5.771779676787616e6,0.0,Inf,Inf,Inf,Inf
0,607885.4288719425,5.77181711585589e6,0.0,Inf,1774.0,2332.0,2757.0
0,607904.9052008177,5.771870701440474e6,0.0,12222.0,32738.0,18153.0,13340.0
0,607917.3793640832,5.771905175383465e6,0.0,Inf,2156.0,2849.0,2888.0
0,607938.1153311958,5.771967011059557e6,0.0,Inf,Inf,Inf,Inf
0,607942.692687992,5.771980651531201e6,0.0,Inf,1112.0,1657.0,2122.0
0,607958.0022120116,5.772031309664515e6,0.0,8920.0,2564.0,3968.0,3822.0
0,607958.1552893694,5.772031835939968e6,0.0,9162.0,23083.0,13924.0,10543.0
0,607984.0893187021,5.772120332903918e6,0.0,Inf,1839.0,2058.0,2318.0
0,607994.3749175412,5.77216084587153e6,0.0,Inf,Inf,Inf,Inf
0,608002.015200557,5.7721909202467725e6,0.0,Inf,2304.0,2493.0,2533.0
0,608026.8170000637,5.772303382037387e6,0.0,Inf,1992.0,2174.0,2370.0
0,608036.0027919655,5.7723553650981635e6,0.0,Inf,Inf,Inf,Inf
0,608041.465251829,5.772386282392507e6,0.0,Inf,2921.0,3340.0,3294.0
0,608053.7970707424,5.7724647374548875e6,0.0,41915.0,3045.0,3084.0,3258.0
0,608065.1816002926,5.7725530191021245e6,0.0,46490.0,Inf,Inf,43764.0
0,608065.9913596,5.772559278765509e6,0.0,45562.0,16646.0,11058.0,8674.0
0,608067.3929381887,5.772570157735174e6,0.0,Inf,259.0,1382.0,2301.0
0,608067.8970823252,5.772575342597043e6,0.0,Inf,Inf,Inf,Inf
0,608080.9842877032,5.7727101263525095e6,0.0,Inf,Inf,Inf,Inf
0,608082.2834399773,5.772723506610201e6,0.0,Inf,350.0,1080.0,1505.0
0,608083.3348446502,5.772750177875272e6,0.0,Inf,Inf,Inf,Inf
0,608084.6069015923,5.772782461788354e6,0.0,Inf,4464.0,4629.0,4230.0
0,608087.0927782223,5.772884703327353e6,0.0,4099.0,3427.0,3545.0,3756.0
0,608087.2299571726,5.772926631677829e6,0.0,Inf,4407.0,4411.0,4258.0
0,608087.1269411233,5.772950919004905e6,0.0,Inf,Inf,Inf,Inf
0,608086.9929856432,5.772981358720909e6,0.0,Inf,1996.0,2350.0,2654.0
0,608085.9503071104,5.773026176626426e6,0.0,3589.0,2855.0,2934.0,2941.0
0,608083.7293654919,5.773080749287723e6,0.0,3244.0,5916.0,4635.0,4076.0
0,608081.6340521332,5.773123552641684e6,0.0,7575.0,959.0,1381.0,1822.0
0,608080.5542004514,5.773137292890984e6,0.0,24126.0,15850.0,9283.0,7062.0
0,608079.7364779537,5.773147800970084e6,0.0,24404.0,Inf,29870.0,20747.0
0,608075.6309763659,5.7732001741010845e6,0.0,20021.0,1794.0,2048.0,2315.0
0,608069.428628667,5.773256963468525e6,0.0,4925.0,2703.0,2865.0,2952.0
0,608049.1246578572,5.773395717178252e6,0.0,5083.0,10278.0,7571.0,6450.0
0,608035.9219884076,5.77347952585894e6,0.0,Inf,2270.0,3069.0,3445.0
0,608023.947790237,5.773542131523218e6,0.0,Inf,Inf,Inf,Inf
0,608020.7013495322,5.773559095962396e6,0.0,Inf,4583.0,5956.0,4930.0
0,608002.6907460697,5.773647573616173e6,0.0,19205.0,Inf,26915.0,18675.0
0,608002.3607383297,5.773649202071833e6,0.0,18131.0,441.0,1044.0,1607.0
0,607986.739050424,5.773705953822663e6,0.0,Inf,1362.0,1922.0,4408.0
0,607979.0903681368,5.773737910469115e6,0.0,Inf,Inf,Inf,Inf
0,607964.018764757,5.773800905179103e6,0.0,Inf,4517.0,7149.0,16028.0
0,607929.647658449,5.773931698670669e6,0.0,Inf,Inf,Inf,Inf
0,607878.8711542821,5.7741249131388385e6,0.0,Inf,Inf,Inf,Inf
0,607842.0101009114,5.774265188692564e6,0.0,Inf,Inf,Inf,Inf
0,607837.6265824303,5.774281872650491e6,0.0,Inf,Inf,Inf,Inf
0,607827.0453171993,5.774322133152238e6,0.0,Inf,Inf,Inf,Inf
0,607789.5972076874,5.774464643896673e6,0.0,Inf,Inf,Inf,Inf
0,607776.8740106988,5.774513358835755e6,0.0,Inf,Inf,Inf,Inf
0,607726.0889582213,5.774707776138372e6,0.0,Inf,Inf,Inf,Inf
0,607675.5236134205,5.77490138639695e6,0.0,Inf,Inf,Inf,Inf
0,607625.0746113657,5.775094532294748e6,0.0,Inf,Inf,Inf,Inf
0,607584.7192099952,5.7752490538618555e6,0.0,Inf,42777.0,Inf,Inf
0,607574.2761434211,5.77528942908364e6,0.0,Inf,Inf,Inf,Inf
0,607562.9661059671,5.775333156945638e6,0.0,Inf,Inf,Inf,Inf
0,607529.551565973,5.775462404649807e6,0.0,Inf,Inf,Inf,Inf
0,607477.1239814903,5.7756651669876e6,0.0,Inf,Inf,Inf,Inf
0,607474.9641264111,5.775673509794147e6,0.0,Inf,Inf,Inf,Inf
0,607374.6802813073,5.776061365403118e6,0.0,Inf,Inf,Inf,Inf
0,607373.0438961983,5.776067683376901e6,0.0,Inf,22824.0,Inf,Inf
0,607332.9758758488,5.776224772047172e6,0.0,26793.0,15414.0,16025.0,43532.0
0,607324.377143888,5.776257610290783e6,0.0,Inf,42141.0,39809.0,39476.0
0,607322.5860745847,5.776264436764746e6,0.0,Inf,Inf,Inf,Inf
0,607272.013064658,5.776457494041926e6,0.0,Inf,Inf,Inf,Inf
0,607271.3193359729,5.776460127213224e6,0.0,33511.0,21349.0,29251.0,24946.0
0,607256.4674322808,5.776516830795864e6,0.0,10459.0,7047.0,6039.0,6552.0
0,607240.2471579363,5.7765766648535e6,0.0,3774.0,2980.0,2931.0,2914.0
0,607224.81599441,5.776629461668205e6,0.0,Inf,1296.0,1628.0,1881.0
0,607215.0027067948,5.776659303027766e6,0.0,49735.0,Inf,Inf,Inf
0,607207.8715257277,5.77668100192343e6,0.0,Inf,1966.0,3145.0,2989.0
0,607185.9720398709,5.776742905510984e6,0.0,4197.0,9693.0,6662.0,5441.0
0,607169.2513469416,5.7767910904488e6,0.0,4510.0,931.0,1380.0,1597.0
0,607150.8662973468,5.776836135180961e6,0.0,2169.0,2905.0,2383.0,2279.0
0,607131.7498225896,5.776880819268136e6,0.0,2374.0,2670.0,2459.0,2254.0
0,607110.0165398531,5.776929063157832e6,0.0,1869.0,1548.0,1616.0,1713.0
0,607083.5204655079,5.776982589752812e6,0.0,Inf,1389.0,1558.0,1735.0
0,607065.6683191055,5.77701568506404e6,0.0,Inf,Inf,Inf,Inf
0,607051.5321845979,5.777041895226917e6,0.0,Inf,5875.0,5513.0,5119.0
0,607028.1326892043,5.777084595809915e6,0.0,4417.0,2797.0,4239.0,4399.0
0,607000.0009240353,5.777133714766071e6,0.0,2628.0,4578.0,5479.0,4765.0
0,606976.6046313155,5.777175670149246e6,0.0,37199.0,511.0,990.0,1232.0
0,606967.749477309,5.777189432264079e6,0.0,36129.0,Inf,Inf,36430.0
0,606942.459999164,5.777228709990412e6,0.0,36245.0,1368.0,1416.0,1418.0
0,606906.3866604618,5.777280095155036e6,0.0,12629.0,859.0,1255.0,1547.0
0,606899.0538891279,5.777289628637518e6,0.0,Inf,35662.0,19240.0,14031.0
0,606848.5815660419,5.777355068788711e6,0.0,Inf,Inf,Inf,Inf
0,606814.4080197415,5.777399385499926e6,0.0,Inf,Inf,Inf,Inf
0,606727.5734602279,5.777512078599742e6,0.0,Inf,Inf,Inf,Inf
0,606609.3470927483,5.777665512442451e6,0.0,Inf,Inf,Inf,Inf
0,606597.8185143454,5.777680475074963e6,0.0,Inf,8533.0,13917.0,18243.0
0,606520.0042165006,5.777779712774816e6,0.0,Inf,16156.0,18221.0,21276.0
0,606482.4585901649,5.7778270302128745e6,0.0,Inf,Inf,Inf,Inf
0,606437.7929757155,5.7778833302550595e6,0.0,Inf,5282.0,8057.0,10784.0
0,606418.5948278762,5.777908020454527e6,0.0,Inf,Inf,Inf,Inf
0,606389.0623949592,5.777945997020007e6,0.0,Inf,3749.0,6457.0,9553.0
0,606359.4865259309,5.777985063229321e6,0.0,Inf,Inf,Inf,Inf
0,606294.2847988742,5.778071177926339e6,0.0,Inf,4992.0,6433.0,10012.0
0,606251.0188049948,5.778126252178454e6,0.0,Inf,5655.0,26919.0,32641.0
0,606237.2120623726,5.778144126515979e6,0.0,Inf,Inf,Inf,Inf
0,606200.3830731511,5.778191795062991e6,0.0,Inf,Inf,Inf,Inf
0,606154.2693450875,5.778251448986478e6,0.0,Inf,15201.0,28019.0,33350.0
0,606115.0523648983,5.778301704069809e6,0.0,Inf,Inf,Inf,Inf
0,606004.0143202377,5.778444011363789e6,0.0,Inf,Inf,Inf,Inf
0,605996.9556006554,5.778453051231622e6,0.0,Inf,46201.0,Inf,Inf
0,605995.3580534352,5.778455097799455e6,0.0,19707.0,8381.0,6616.0,8218.0
0,605991.7054086352,5.778459782004987e6,0.0,13714.0,4538.0,6123.0,7615.0
0,605871.6840190549,5.778621160428446e6,0.0,Inf,28222.0,32750.0,37620.0
0,605754.2824087566,5.778781373418942e6,0.0,Inf,Inf,Inf,Inf
0,605653.5811463192,5.778918789961055e6,0.0,Inf,1336.0,7046.0,17954.0
0,605647.0998979734,5.778926485134262e6,0.0,Inf,190.0,6874.0,20226.0
0,605635.6158537635,5.778942518934952e6,0.0,Inf,Inf,Inf,Inf
0,605518.8880275234,5.77910554417749e6,0.0,Inf,35193.0,Inf,Inf
0,605363.7446064635,5.779319227840114e6,0.0,23573.0,25166.0,Inf,Inf
0,605291.12974942,5.7794208858211115e6,0.0,12472.0,10360.0,12331.0,13748.0
0,605252.9802151963,5.7794732727727955e6,0.0,7770.0,1891.0,3019.0,3831.0
0,605221.0237380541,5.779514419931451e6,0.0,4548.0,11060.0,6616.0,5093.0
0,605192.3811274669,5.779551643082623e6,0.0,4179.0,692.0,844.0,981.0
0,605158.5753623307,5.779589680472799e6,0.0,2465.0,786.0,876.0,957.0
0,605121.7536932685,5.779626029703298e6,0.0,2543.0,5916.0,3789.0,2938.0
0,605085.7984047795,5.7796609177029105e6,0.0,2524.0,928.0,1092.0,1106.0
0,605070.4158992425,5.779674744972883e6,0.0,678.0,728.0,738.0,845.0
0,605053.6847739699,5.7796889220390525e6,0.0,1206.0,378.0,607.0,720.0
0,605046.8100096949,5.779694284152439e6,0.0,1458.0,2512.0,1980.0,1668.0
0,605023.166531833,5.779713021529036e6,0.0,1575.0,1484.0,1306.0,1282.0
0,604998.5384728801,5.77973172705148e6,0.0,3489.0,729.0,930.0,1034.0
0,604957.2929429339,5.779759594382794e6,0.0,3346.0,8253.0,5049.0,3905.0
0,604921.4067772543,5.779783547546436e6,0.0,3730.0,1055.0,1337.0,1394.0
0,604893.1871158753,5.779800942572999e6,0.0,1735.0,1881.0,1695.0,1762.0
0,604888.9589087848,5.779803490188041e6,0.0,2191.0,2270.0,2810.0,2537.0
0,604883.2816050268,5.779806930680716e6,0.0,3300.0,2421.0,3836.0,3541.0
0,604877.1403786313,5.779810628411461e6,0.0,3238.0,5210.0,3995.0,3727.0
0,604853.5828930545,5.779824706342801e6,0.0,3940.0,2084.0,2426.0,2474.0
0,604814.2365197272,5.779847296447204e6,0.0,2684.0,4526.0,3643.0,3141.0
0,604768.0953527426,5.779873125848919e6,0.0,2333.0,1441.0,1500.0,1696.0
0,604739.6224772187,5.779887979512011e6,0.0,Inf,1033.0,1497.0,1941.0
0,604698.9915829436,5.779907283299001e6,0.0,Inf,Inf,Inf,Inf
0,604619.341353717,5.779945124709111e6,0.0,Inf,11153.0,8495.0,7451.0
0,604548.187258782,5.779979585883635e6,0.0,4832.0,2244.0,2339.0,2405.0
0,604479.3203732992,5.780015965470229e6,0.0,1999.0,1100.0,1311.0,1484.0
0,604440.0644657585,5.780039617364827e6,0.0,1682.0,2653.0,2115.0,1977.0
0,604395.8849917462,5.780067360661688e6,0.0,Inf,1293.0,1632.0,1634.0
0,604373.5354884728,5.780082367457356e6,0.0,Inf,Inf,Inf,Inf
0,604348.7012426191,5.780099046702182e6,0.0,Inf,1026.0,1285.0,1363.0
0,604312.3103525889,5.780125463574891e6,0.0,1316.0,1781.0,1608.0,1548.0
0,604247.3177487821,5.780176292075243e6,0.0,1359.0,1141.0,1187.0,1203.0
0,604209.7620964946,5.780209349982704e6,0.0,1168.0,1154.0,1156.0,1194.0
0,604176.9218409107,5.780240760309645e6,0.0,1552.0,1209.0,1284.0,1300.0
0,604151.0482320164,5.780267254523006e6,0.0,1638.0,2293.0,1952.0,1801.0
0,604118.8970363971,5.780301405676236e6,0.0,1744.0,1411.0,1479.0,1456.0
0,604073.9213074178,5.780353279553731e6,0.0,1296.0,1529.0,1410.0,1377.0
0,604030.6520343071,5.780408004606089e6,0.0,1293.0,947.0,1045.0,1107.0
0,603991.1385837108,5.780466391478819e6,0.0,1289.0,1403.0,1342.0,1386.0
0,603958.8635037433,5.780519300310306e6,0.0,2569.0,1517.0,1711.0,1747.0
0,603919.0479127408,5.78059219035384e6,0.0,3406.0,4787.0,4018.0,3560.0
0,603871.4231094961,5.780683554064939e6,0.0,3513.0,3914.0,3990.0,3800.0
0,603842.6021241484,5.780741865512878e6,0.0,11383.0,1837.0,2617.0,2706.0
0,603840.4755340958,5.780746382863749e6,0.0,10478.0,28398.0,15290.0,11012.0
0,603818.3694301633,5.780793463718122e6,0.0,10824.0,1199.0,1388.0,1557.0
0,603799.3142653416,5.78083895065569e6,0.0,2119.0,2876.0,2456.0,2357.0
0,603777.0685431662,5.780895030099609e6,0.0,Inf,2282.0,2540.0,2392.0
0,603762.945390336,5.780933065452886e6,0.0,Inf,Inf,Inf,Inf
0,603755.3689233153,5.780953479875475e6,0.0,Inf,1189.0,1776.0,2013.0
0,603729.3360680186,5.7810346484528e6,0.0,14666.0,39512.0,23478.0,17032.0
0,603708.1534670154,5.7811011425622795e6,0.0,14348.0,3296.0,2871.0,2723.0
0,603705.5463314445,5.781109677712497e6,0.0,Inf,237.0,919.0,2258.0
0,603702.838824407,5.781120068892249e6,0.0,Inf,Inf,Inf,Inf
0,603683.2390904978,5.781195308247498e6,0.0,Inf,25444.0,25909.0,40005.0
0,603622.4321859848,5.781422976409116e6,0.0,30804.0,27709.0,38337.0,44147.0
0,603620.4535626074,5.781430256308896e6,0.0,23919.0,39258.0,Inf,Inf
0,603590.4629990873,5.781541284260551e6,0.0,14802.0,4791.0,Inf,Inf
0,603589.0853446762,5.781546651839074e6,0.0,Inf,358.0,Inf,Inf
0,603586.6449042422,5.781555413055758e6,0.0,Inf,Inf,Inf,Inf
0,602869.7704405294,5.78421806656437e6,0.0,Inf,Inf,Inf,Inf
0,602835.2421694979,5.784348586914419e6,0.0,Inf,3570.0,21069.0,23622.0
0,602818.5768883686,5.784419940230441e6,0.0,2951.0,3901.0,3378.0,8916.0
0,602809.1382338967,5.784463293496465e6,0.0,2498.0,1382.0,1667.0,2083.0
0,602799.3651515918,5.784517499307617e6,0.0,1722.0,2212.0,3234.0,3187.0
0,602793.4826381437,5.78455455090288e6,0.0,1588.0,1572.0,6148.0,5292.0
0,602784.6766261854,5.784601700348177e6,0.0,1414.0,979.0,1386.0,1649.0
0,602778.4214518114,5.784647166992626e6,0.0,1592.0,1692.0,1635.0,1741.0
0,602774.0673532553,5.784686019433008e6,0.0,2022.0,2105.0,2088.0,2027.0
0,602766.5382919164,5.784780049120093e6,0.0,2185.0,2271.0,2247.0,2230.0
0,602762.9197162468,5.784874404728102e6,0.0,2274.0,2179.0,2212.0,2205.0
0,602763.1179253939,5.784957445982018e6,0.0,2162.0,2371.0,2272.0,2294.0
0,602766.0349057731,5.785036949788792e6,0.0,9582.0,1934.0,2189.0,2236.0
0,602775.6872404852,5.785148626594518e6,0.0,9174.0,24441.0,13628.0,10046.0
0,602779.6695777137,5.785196530991392e6,0.0,12780.0,1147.0,1958.0,2439.0
0,602793.9447152283,5.785293249633172e6,0.0,25383.0,12753.0,9668.0,8325.0
0,602809.9881641507,5.78539629154111e6,0.0,29230.0,Inf,Inf,Inf
0,602827.8936165485,5.785512657271179e6,0.0,25542.0,12688.0,12836.0,13990.0
0,602831.0951956215,5.785534253572229e6,0.0,6040.0,1689.0,4072.0,10262.0
0,602841.5334472768,5.785594442297161e6,0.0,4692.0,3744.0,6917.0,Inf
0,602844.8418236355,5.785614839166373e6,0.0,16011.0,8643.0,9475.0,14313.0
0,602857.4137586078,5.785695355920299e6,0.0,27735.0,35645.0,48569.0,47892.0
0,602872.8257802883,5.78579245463014e6,0.0,33493.0,38916.0,Inf,Inf
0,602883.0372897378,5.785855932247687e6,0.0,22115.0,25919.0,35992.0,30548.0
0,602907.9058457593,5.786014924273587e6,0.0,10066.0,1512.0,4454.0,6927.0
0,602908.0420670751,5.786016262289427e6,0.0,2589.0,2767.0,5916.0,7266.0
0,602928.8110845061,5.786174457218533e6,0.0,2218.0,3488.0,3662.0,8708.0
0,602933.9015861063,5.786206396086372e6,0.0,2028.0,400.0,4536.0,7134.0
0,602934.1159635718,5.786208247549641e6,0.0,26942.0,2195.0,37555.0,28623.0
0,602962.7191367389,5.786388580539697e6,0.0,27542.0,Inf,48357.0,38603.0
0,602994.5372254183,5.78658605996347e6,0.0,27142.0,2200.0,3281.0,4217.0
0,603002.5131873725,5.786622798894172e6,0.0,1107.0,995.0,6382.0,8183.0
0,603004.6520475298,5.786633969953155e6,0.0,1356.0,126.0,724.0,5026.0
0,603005.5460499639,5.7866419106639745e6,0.0,4219.0,2948.0,11078.0,8983.0
0,603024.0262306054,5.786776448156247e6,0.0,Inf,9582.0,9801.0,11698.0
0,603057.2170993956,5.786989111232769e6,0.0,Inf,Inf,Inf,Inf
0,603062.6370866556,5.78702383883387e6,0.0,Inf,16358.0,Inf,Inf
0,603085.3244210886,5.78716420565026e6,0.0,Inf,Inf,Inf,Inf
0,603174.1912505098,5.78771956034657e6,0.0,Inf,Inf,Inf,Inf
0,603194.206312503,5.787849135159324e6,0.0,Inf,46217.0,Inf,Inf
0,603220.3588195858,5.788014888315282e6,0.0,47473.0,47974.0,Inf,Inf
0,603227.7798432523,5.788062620463406e6,0.0,Inf,48228.0,Inf,Inf
0,603252.2021077246,5.788217533890625e6,0.0,Inf,Inf,Inf,Inf
0,603259.3134250727,5.788262722793154e6,0.0,Inf,12664.0,21626.0,25713.0
0,603267.3530673835,5.788315141131129e6,0.0,6374.0,1871.0,10404.0,12028.0
0,603267.3886990717,5.788315397786803e6,0.0,3331.0,4587.0,7358.0,7240.0
0,603282.091734908,5.788413485330877e6,0.0,3013.0,3536.0,3022.0,2942.0
0,603287.92460525,5.78845869212824e6,0.0,2189.0,916.0,1292.0,1327.0
0,603290.1219587905,5.788483016272768e6,0.0,1206.0,2115.0,1543.0,1479.0
0,603292.0279975095,5.788507223072264e6,0.0,3663.0,587.0,737.0,796.0
0,603293.0077365923,5.788543405028741e6,0.0,3091.0,8287.0,4653.0,3429.0
0,603293.4639969412,5.788558524499649e6,0.0,3310.0,400.0,633.0,716.0
0,603292.9285722431,5.788584171300987e6,0.0,902.0,1244.0,1071.0,1109.0
0,603291.8694822587,5.788609707031227e6,0.0,2028.0,1062.0,1388.0,1515.0
0,603289.8355581076,5.788639728691462e6,0.0,2767.0,3778.0,4887.0,5232.0
0,603288.040160228,5.78866977758604e6,0.0,2810.0,3461.0,13451.0,13873.0
0,603284.4404308848,5.788720161654242e6,0.0,1986.0,1192.0,1481.0,1604.0
0,603283.443659722,5.7887453315122e6,0.0,1121.0,1305.0,1224.0,1229.0
0,603282.9342154422,5.788770389151734e6,0.0,937.0,866.0,863.0,863.0
0,603283.1747075224,5.788796497223797e6,0.0,719.0,641.0,661.0,673.0
0,603284.4807706027,5.788822605289452e6,0.0,618.0,651.0,638.0,634.0
0,603288.9675645152,5.788865836874823e6,0.0,582.0,562.0,567.0,571.0
0,603294.7174835628,5.788898947362531e6,0.0,551.0,532.0,540.0,548.0
0,603300.336477725,5.788923276220855e6,0.0,564.0,559.0,562.0,578.0
0,603307.2126914621,5.788947909507411e6,0.0,754.0,602.0,647.0,642.0
0,603320.9416246593,5.788988151933746e6,0.0,696.0,1101.0,915.0,836.0
0,603336.4720515906,5.789028465418704e6,0.0,797.0,384.0,467.0,507.0
0,603348.077052956,5.789051995882382e6,0.0,650.0,905.0,737.0,685.0
0,603358.5494884128,5.789071864306003e6,0.0,640.0,662.0,625.0,607.0
0,603368.4846534862,5.7890893293026285e6,0.0,681.0,351.0,455.0,501.0
0,603379.6938035293,5.789106620666154e6,0.0,626.0,1031.0,842.0,773.0
0,603405.2814567138,5.789143472801767e6,0.0,868.0,497.0,570.0,585.0
0,603418.7530919255,5.78916034423925e6,0.0,676.0,1076.0,859.0,782.0
0,603437.5519455937,5.78918277916018e6,0.0,696.0,454.0,505.0,532.0
0,603449.9235170453,5.789196067163292e6,0.0,593.0,558.0,561.0,565.0
0,603471.0372450707,5.78921688163686e6,0.0,574.0,768.0,683.0,655.0
0,603491.9674619612,5.789236012244458e6,0.0,3173.0,396.0,491.0,525.0
0,603509.4726430523,5.78925006428507e6,0.0,3056.0,8355.0,4510.0,3216.0
0,603524.0502360936,5.789261707398599e6,0.0,3122.0,416.0,504.0,531.0
0,603549.297007458,5.789279515518758e6,0.0,540.0,594.0,581.0,589.0
0,603575.3714690461,5.789295950273543e6,0.0,621.0,609.0,612.0,608.0
0,603630.656886102,5.789325136239657e6,0.0,618.0,659.0,646.0,637.0
0,603657.6585901018,5.789337062322042e6,0.0,591.0,585.0,595.0,603.0
0,603685.3235154481,5.789347645005613e6,0.0,1166.0,529.0,567.0,593.0
0,603706.3452345446,5.789354528031972e6,0.0,1172.0,2384.0,1576.0,1274.0
0,603717.4107196693,5.789358064658679e6,0.0,1159.0,603.0,644.0,672.0
0,603750.5135924299,5.789367270767667e6,0.0,18232.0,491.0,595.0,665.0
0,603773.9030236481,5.789372301089346e6,0.0,18292.0,Inf,27301.0,18577.0
0,603800.2843502009,5.789377961766777e6,0.0,19551.0,785.0,1097.0,1174.0
0,603851.1300807233,5.789386239101062e6,0.0,5774.0,4266.0,3433.0,3204.0
0,603908.8390725937,5.789394872541087e6,0.0,9041.0,12271.0,11144.0,9625.0
0,603933.2016606405,5.789398433093234e6,0.0,10623.0,10585.0,13228.0,13511.0
0,603960.7425543244,5.789402527885861e6,0.0,39976.0,9012.0,12744.0,19365.0
0,604109.1127726188,5.789423095126427e6,0.0,37132.0,Inf,Inf,42395.0
0,604180.7318523079,5.7894331038493365e6,0.0,34626.0,2053.0,2905.0,3194.0
0,604216.1024652198,5.789439000618056e6,0.0,1448.0,1495.0,1539.0,1915.0
0,604251.4817911439,5.789445776835746e6,0.0,4792.0,795.0,954.0,1018.0
0,604263.5344151512,5.789448467625948e6,0.0,4506.0,12086.0,6480.0,4633.0
0,604274.376776548,5.78945089927123e6,0.0,4529.0,637.0,706.0,758.0
0,604321.7136805858,5.789463892008037e6,0.0,2385.0,863.0,923.0,930.0
0,604334.706777865,5.789467971395393e6,0.0,2375.0,5655.0,3359.0,2546.0
0,604351.7764781691,5.789473383011629e6,0.0,2296.0,607.0,676.0,725.0
0,604369.728973602,5.7894796811992265e6,0.0,673.0,626.0,648.0,686.0
0,604386.9234384749,5.789486297257393e6,0.0,832.0,784.0,808.0,797.0
0,604414.550603029,5.789497918086724e6,0.0,717.0,1084.0,1044.0,953.0
0,604419.3454426324,5.789499844089056e6,0.0,636.0,281.0,479.0,566.0
0,604441.4283765672,5.78951009071392e6,0.0,660.0,543.0,581.0,609.0
0,604467.1846177132,5.789523619517859e6,0.0,728.0,1154.0,926.0,857.0
0,604492.7004020863,5.789537855491416e6,0.0,1070.0,488.0,598.0,622.0
0,604524.0142194228,5.789558244810736e6,0.0,826.0,1567.0,1140.0,1005.0
0,604552.2093858453,5.789577533628001e6,0.0,1116.0,424.0,544.0,584.0
0,604581.0188209008,5.7896010303804595e6,0.0,784.0,1356.0,1033.0,930.0
0,604608.8209504511,5.789624995582557e6,0.0,883.0,572.0,634.0,653.0
